data,size,algo,buildtime,querytime,params,recall
pca96v2,10M,Learned-index,22322.130576133728,216.55658864974976,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=122-model=MLP-buck=1-862353.elixir-pbs.elixir-czech.cz,0.67625
pca96v2,10M,Learned-index,5743.931218862534,669.535078048706,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=122-model=MLP-buck=4-861285.elixir-pbs.elixir-czech.cz,0.88893
pca96v2,10M,Learned-index,30983.37863636017,1229.458880186081,learned-index-pca96v2-10M-ep=210-lr=0.001-cat=100-model=MLP-buck=6-858621.elixir-pbs.elixir-czech.cz,0.94893
pca96v2,10M,Learned-index,8434.069418430328,276.98853850364685,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=122-model=MLP-buck=1-861261.elixir-pbs.elixir-czech.cz,0.64038
pca96v2,10M,Learned-index,5321.681107997894,578.7330572605133,learned-index-pca96v2-10M-ep=40-lr=0.1-cat=120-model=MLP-buck=3-854955.elixir-pbs.elixir-czech.cz,0.84725
pca96v2,10M,Learned-index,29831.469705104828,407.5548188686371,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=121-model=MLP-buck=2-862472.elixir-pbs.elixir-czech.cz,0.81361
pca96v2,10M,Learned-index,6905.921833992004,953.6053700447083,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=122-model=MLP-buck=6-861565.elixir-pbs.elixir-czech.cz,0.9131
pca96v2,10M,Learned-index,8605.644358158112,397.8529348373413,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=124-model=MLP-buck=2-861286.elixir-pbs.elixir-czech.cz,0.78015
pca96v2,10M,Learned-index,28555.06923890114,1191.7653286457062,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=100-model=MLP-buck=4-854192.elixir-pbs.elixir-czech.cz,0.9109
pca96v2,10M,Learned-index,30444.133920431137,485.1773660182953,learned-index-pca96v2-10M-ep=211-lr=0.007-cat=121-model=MLP-buck=2-862241.elixir-pbs.elixir-czech.cz,0.81496
pca96v2,10M,Learned-index,27341.724961280823,418.4354717731476,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=116-model=MLP-buck=2-859489.elixir-pbs.elixir-czech.cz,0.82748
pca96v2,10M,Learned-index,13656.811882972717,397.4163453578949,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=120-model=MLP-buck=2-853865.elixir-pbs.elixir-czech.cz,0.82075
pca96v2,10M,Learned-index,6245.202090024948,868.8091979026794,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=110-model=MLP-buck=5-861479.elixir-pbs.elixir-czech.cz,0.90618
pca96v2,10M,Learned-index,39064.234444856644,395.6625328063965,learned-index-pca96v2-10M-ep=300-lr=0.01-cat=200-model=MLP-buck=2-861890.elixir-pbs.elixir-czech.cz,0.7845
pca96v2,10M,Learned-index,7331.700084924698,503.70856523513794,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=112-model=MLP-buck=2-861736.elixir-pbs.elixir-czech.cz,0.78768
pca96v2,10M,Learned-index,34226.89836502075,307.7854869365692,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=123-model=MLP-buck=1-862147.elixir-pbs.elixir-czech.cz,0.66945
pca96v2,10M,Learned-index,19911.228219270706,816.0133650302887,learned-index-pca96v2-10M-ep=190-lr=0.01-cat=125-model=MLP-buck=5-858544.elixir-pbs.elixir-czech.cz,0.92428
pca96v2,10M,Learned-index,29482.75346136093,615.3745110034943,learned-index-pca96v2-10M-ep=208-lr=0.01-cat=121-model=MLP-buck=3-862646.elixir-pbs.elixir-czech.cz,0.87681
pca96v2,10M,Learned-index,7017.433155059814,742.2541718482971,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=110-model=MLP-buck=4-861439.elixir-pbs.elixir-czech.cz,0.88696
pca96v2,10M,Learned-index,27703.913393735886,284.78788661956787,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=122-model=MLP-buck=1-862236.elixir-pbs.elixir-czech.cz,0.67389
pca96v2,10M,Learned-index,6658.165806770325,626.0397253036499,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=122-model=MLP-buck=4-861629.elixir-pbs.elixir-czech.cz,0.88307
pca96v2,10M,Learned-index,4917.698613166809,2457.0344848632812,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=20-model=MLP-buck=3-854218.elixir-pbs.elixir-czech.cz,0.93867
pca96v2,10M,Learned-index,13262.175831317902,2213.1247000694275,learned-index-pca96v2-10M-ep=100-lr=0.1-cat=120-model=MLP-buck=12-854975.elixir-pbs.elixir-czech.cz,0.95558
pca96v2,10M,Learned-index,32525.760922908783,625.3988049030304,learned-index-pca96v2-10M-ep=205-lr=0.008-cat=121-model=MLP-buck=4-862391.elixir-pbs.elixir-czech.cz,0.90925
pca96v2,10M,Learned-index,30834.22669196129,694.1022989749908,learned-index-pca96v2-10M-ep=211-lr=0.01-cat=123-model=MLP-buck=4-862675.elixir-pbs.elixir-czech.cz,0.90362
pca96v2,10M,Learned-index,32562.57390856743,584.0249056816101,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=123-model=MLP-buck=4-862492.elixir-pbs.elixir-czech.cz,0.90435
pca96v2,10M,Learned-index,7370.104029893875,391.88299322128296,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=120-model=MLP-buck=2-861612.elixir-pbs.elixir-czech.cz,0.78007
pca96v2,10M,Learned-index,31172.550469875336,363.1458737850189,learned-index-pca96v2-10M-ep=211-lr=0.008-cat=122-model=MLP-buck=2-862332.elixir-pbs.elixir-czech.cz,0.82333
pca96v2,10M,Learned-index,25607.188493967056,774.3941264152527,learned-index-pca96v2-10M-ep=200-lr=0.005-cat=120-model=MLP-buck=3-854073.elixir-pbs.elixir-czech.cz,0.88401
pca96v2,10M,Learned-index,7647.17765045166,233.67481446266174,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=120-model=MLP-buck=1-861500.elixir-pbs.elixir-czech.cz,0.64212
pca96v2,10M,Learned-index,30130.72643685341,707.4427759647369,learned-index-pca96v2-10M-ep=209-lr=0.008-cat=122-model=MLP-buck=4-862416.elixir-pbs.elixir-czech.cz,0.91123
pca96v2,10M,Learned-index,38466.113505125046,1097.0710241794586,learned-index-pca96v2-10M-ep=300-lr=0.01-cat=150-model=MLP-buck=7-858399.elixir-pbs.elixir-czech.cz,0.93133
pca96v2,10M,Learned-index,31719.540548324585,331.17053174972534,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=122-model=MLP-buck=2-862425.elixir-pbs.elixir-czech.cz,0.82328
pca96v2,10M,Learned-index,35083.70063495636,399.79549860954285,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=122-model=MLP-buck=2-859380.elixir-pbs.elixir-czech.cz,0.82443
pca96v2,10M,Learned-index,24171.901928901672,1708.3716156482697,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=20-model=MLP-buck=2-854154.elixir-pbs.elixir-czech.cz,0.89959
pca96v2,10M,Learned-index,9972.28395986557,590.4058718681335,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=122-model=MLP-buck=3-861645.elixir-pbs.elixir-czech.cz,0.83883
pca96v2,10M,Learned-index,28471.285014629364,449.54786109924316,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=123-model=MLP-buck=2-862165.elixir-pbs.elixir-czech.cz,0.81222
pca96v2,10M,Learned-index,5053.2288818359375,1771.4521036148071,learned-index-pca96v2-10M-ep=40-lr=0.01-cat=50-model=MLP-buck=4-854087.elixir-pbs.elixir-czech.cz,0.93925
pca96v2,10M,Learned-index,29873.312014579773,561.3352673053741,learned-index-pca96v2-10M-ep=209-lr=0.01-cat=123-model=MLP-buck=4-862579.elixir-pbs.elixir-czech.cz,0.90318
pca96v2,10M,Learned-index,6371.184292793274,451.0532774925232,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=116-model=MLP-buck=2-861226.elixir-pbs.elixir-czech.cz,0.79358
pca96v2,10M,Learned-index,6274.388054132462,342.6314787864685,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=124-model=MLP-buck=2-861486.elixir-pbs.elixir-czech.cz,0.78935
pca96v2,10M,Learned-index,19911.228219270706,969.4277119636536,learned-index-pca96v2-10M-ep=190-lr=0.01-cat=125-model=MLP-buck=6-858544.elixir-pbs.elixir-czech.cz,0.93589
pca96v2,10M,Learned-index,6281.3426678180695,958.1041045188904,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=118-model=MLP-buck=5-861123.elixir-pbs.elixir-czech.cz,0.90494
pca96v2,10M,Learned-index,35421.712431907654,724.5544946193695,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=120-model=MLP-buck=4-859475.elixir-pbs.elixir-czech.cz,0.91329
pca96v2,10M,Learned-index,8294.98737335205,817.7030339241028,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=124-model=MLP-buck=6-861334.elixir-pbs.elixir-czech.cz,0.91021
pca96v2,10M,Learned-index,30234.165107011795,844.9645628929138,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=122-model=MLP-buck=4-862509.elixir-pbs.elixir-czech.cz,0.91039
pca96v2,10M,Learned-index,31576.86573600769,497.87305545806885,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=123-model=MLP-buck=3-862549.elixir-pbs.elixir-czech.cz,0.87186
pca96v2,10M,Learned-index,29288.832611083984,1586.059966802597,learned-index-pca96v2-10M-ep=210-lr=0.001-cat=120-model=MLP-buck=7-858660.elixir-pbs.elixir-czech.cz,0.94535
pca96v2,10M,Learned-index,6910.907114267349,787.0959711074829,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=116-model=MLP-buck=5-861562.elixir-pbs.elixir-czech.cz,0.89895
pca96v2,10M,Learned-index,6426.25870847702,788.771322965622,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=118-model=MLP-buck=4-861299.elixir-pbs.elixir-czech.cz,0.88712
pca96v2,10M,Learned-index,30080.529881715775,881.7610042095184,learned-index-pca96v2-10M-ep=208-lr=0.009-cat=123-model=MLP-buck=6-862522.elixir-pbs.elixir-czech.cz,0.9328
pca96v2,10M,Learned-index,30713.347856521606,700.5108351707458,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=112-model=MLP-buck=5-859463.elixir-pbs.elixir-czech.cz,0.92829
pca96v2,10M,Learned-index,7365.590927839279,492.6877555847168,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=114-model=MLP-buck=3-861201.elixir-pbs.elixir-czech.cz,0.84934
pca96v2,10M,Learned-index,6221.566754102707,220.40703129768372,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=120-model=MLP-buck=1-861484.elixir-pbs.elixir-czech.cz,0.63755
pca96v2,10M,Learned-index,4652.3627915382385,380.9307451248169,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=112-model=MLP-buck=2-861120.elixir-pbs.elixir-czech.cz,0.79042
pca96v2,10M,Learned-index,6274.388054132462,489.0871391296387,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=124-model=MLP-buck=3-861486.elixir-pbs.elixir-czech.cz,0.85124
pca96v2,10M,Learned-index,28844.645142555237,800.117746591568,learned-index-pca96v2-10M-ep=209-lr=0.007-cat=122-model=MLP-buck=4-862218.elixir-pbs.elixir-czech.cz,0.91031
pca96v2,10M,Learned-index,31327.832617282867,841.3840775489807,learned-index-pca96v2-10M-ep=211-lr=0.009-cat=122-model=MLP-buck=6-862530.elixir-pbs.elixir-czech.cz,0.93848
pca96v2,10M,Learned-index,7823.03297495842,673.1870837211609,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=118-model=MLP-buck=4-861427.elixir-pbs.elixir-czech.cz,0.88253
pca96v2,10M,Learned-index,29157.533638715744,345.93497371673584,learned-index-pca96v2-10M-ep=205-lr=0.01-cat=121-model=MLP-buck=2-862643.elixir-pbs.elixir-czech.cz,0.81425
pca96v2,10M,Learned-index,27791.6899600029,852.2826611995697,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=100-model=MLP-buck=4-858669.elixir-pbs.elixir-czech.cz,0.88964
pca96v2,10M,Learned-index,23983.515476942062,1401.9989778995514,learned-index-pca96v2-10M-ep=190-lr=0.001-cat=125-model=MLP-buck=6-858577.elixir-pbs.elixir-czech.cz,0.93701
pca96v2,10M,Learned-index,12619.841707706451,882.6123125553131,learned-index-pca96v2-10M-ep=100-lr=0.005-cat=100-model=MLP-buck=3-853852.elixir-pbs.elixir-czech.cz,0.89348
pca96v2,10M,Learned-index,7009.762431383133,695.5609035491943,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=120-model=MLP-buck=4-861564.elixir-pbs.elixir-czech.cz,0.87809
pca96v2,10M,Learned-index,26319.982074975967,4235.687507867813,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=120-model=MLP-buck=24-854935.elixir-pbs.elixir-czech.cz,0.98586
pca96v2,10M,Learned-index,30105.162979841232,220.4288468360901,learned-index-pca96v2-10M-ep=210-lr=0.01-cat=121-model=MLP-buck=1-862688.elixir-pbs.elixir-czech.cz,0.66478
pca96v2,10M,Learned-index,30782.08376312256,975.2746357917786,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=110-model=MLP-buck=4-859342.elixir-pbs.elixir-czech.cz,0.91604
pca96v2,10M,Learned-index,5111.339423418045,703.5715570449829,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=110-model=MLP-buck=4-861703.elixir-pbs.elixir-czech.cz,0.883
pca96v2,10M,Learned-index,6296.317414283752,689.1301181316376,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=116-model=MLP-buck=4-861506.elixir-pbs.elixir-czech.cz,0.8824
pca96v2,10M,Learned-index,29411.974385738373,740.0652823448181,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=116-model=MLP-buck=5-859457.elixir-pbs.elixir-czech.cz,0.92905
pca96v2,10M,Learned-index,35396.076664447784,768.2055649757385,learned-index-pca96v2-10M-ep=212-lr=0.01-cat=121-model=MLP-buck=3-862676.elixir-pbs.elixir-czech.cz,0.87764
pca96v2,10M,Learned-index,25681.971705198288,1264.4399445056915,learned-index-pca96v2-10M-ep=190-lr=0.1-cat=120-model=MLP-buck=6-858720.elixir-pbs.elixir-czech.cz,0.91328
pca96v2,10M,Learned-index,6905.245049715042,348.40621519088745,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=112-model=MLP-buck=2-861336.elixir-pbs.elixir-czech.cz,0.78466
pca96v2,10M,Learned-index,25356.951913833618,935.3521826267242,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=110-model=MLP-buck=5-859406.elixir-pbs.elixir-czech.cz,0.93381
pca96v2,10M,Learned-index,7499.7580099105835,375.71742010116577,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=118-model=MLP-buck=2-861371.elixir-pbs.elixir-czech.cz,0.78454
pca96v2,10M,Learned-index,9898.027599811554,908.1650023460388,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=110-model=MLP-buck=5-861687.elixir-pbs.elixir-czech.cz,0.90793
pca96v2,10M,Learned-index,25722.044559955597,254.83977103233337,learned-index-pca96v2-10M-ep=200-lr=0.009-cat=120-model=MLP-buck=1-859387.elixir-pbs.elixir-czech.cz,0.6781
pca96v2,10M,Learned-index,5170.855522155762,388.3569564819336,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=112-model=MLP-buck=2-861248.elixir-pbs.elixir-czech.cz,0.79846
pca96v2,10M,Learned-index,6886.839009284973,367.3524649143219,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=114-model=MLP-buck=2-861561.elixir-pbs.elixir-czech.cz,0.77421
pca96v2,10M,Learned-index,29979.495522499084,673.2600243091583,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=114-model=MLP-buck=3-859368.elixir-pbs.elixir-czech.cz,0.88094
pca96v2,10M,Learned-index,6932.364455461502,563.9117531776428,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=110-model=MLP-buck=3-861415.elixir-pbs.elixir-czech.cz,0.85353
pca96v2,10M,Learned-index,6206.685076475143,354.1969268321991,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=118-model=MLP-buck=2-861459.elixir-pbs.elixir-czech.cz,0.78057
pca96v2,10M,Learned-index,21096.12930083275,510.51428151130676,learned-index-pca96v2-10M-ep=208-lr=0.008-cat=121-model=MLP-buck=3-862358.elixir-pbs.elixir-czech.cz,0.87939
pca96v2,10M,Learned-index,8635.23009634018,484.65646290779114,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=122-model=MLP-buck=2-861101.elixir-pbs.elixir-czech.cz,0.79448
pca96v2,10M,Learned-index,29880.189148426056,514.5160274505615,learned-index-pca96v2-10M-ep=209-lr=0.009-cat=122-model=MLP-buck=3-862452.elixir-pbs.elixir-czech.cz,0.88046
pca96v2,10M,Learned-index,12577.545189619064,721.1791529655457,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=50-model=MLP-buck=2-853995.elixir-pbs.elixir-czech.cz,0.85475
pca96v2,10M,Learned-index,29424.982363700867,205.7107560634613,learned-index-pca96v2-10M-ep=210-lr=0.01-cat=123-model=MLP-buck=1-862708.elixir-pbs.elixir-czech.cz,0.66391
pca96v2,10M,Learned-index,31925.28317308426,532.0756778717041,learned-index-pca96v2-10M-ep=220-lr=0.009-cat=124-model=MLP-buck=3-859437.elixir-pbs.elixir-czech.cz,0.87703
pca96v2,10M,Learned-index,31967.349192619324,745.6259880065918,learned-index-pca96v2-10M-ep=212-lr=0.01-cat=123-model=MLP-buck=4-862660.elixir-pbs.elixir-czech.cz,0.90379
pca96v2,10M,Learned-index,13602.078128099442,565.3721237182617,learned-index-pca96v2-10M-ep=100-lr=0.01-cat=120-model=MLP-buck=3-854915.elixir-pbs.elixir-czech.cz,0.88084
pca96v2,10M,Learned-index,29205.71983408928,618.0858705043793,learned-index-pca96v2-10M-ep=205-lr=0.007-cat=123-model=MLP-buck=3-862231.elixir-pbs.elixir-czech.cz,0.87115
pca96v2,10M,Learned-index,5723.784341335297,221.6461522579193,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=120-model=MLP-buck=1-861140.elixir-pbs.elixir-czech.cz,0.64621
pca96v2,10M,Learned-index,5350.410269021988,388.0423047542572,learned-index-pca96v2-10M-ep=40-lr=0.05-cat=120-model=MLP-buck=2-853993.elixir-pbs.elixir-czech.cz,0.80432
pca96v2,10M,Learned-index,27069.654719114304,436.96541476249695,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=123-model=MLP-buck=2-862372.elixir-pbs.elixir-czech.cz,0.81207
pca96v2,10M,Learned-index,8646.003770112991,473.8364851474762,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=120-model=MLP-buck=2-861692.elixir-pbs.elixir-czech.cz,0.78141
pca96v2,10M,Learned-index,25402.178614616394,815.7546770572662,learned-index-pca96v2-10M-ep=195-lr=0.009-cat=122-model=MLP-buck=4-859412.elixir-pbs.elixir-czech.cz,0.91146
pca96v2,10M,Learned-index,6982.567402839661,357.041273355484,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=110-model=MLP-buck=2-861335.elixir-pbs.elixir-czech.cz,0.78528
pca96v2,10M,Learned-index,6734.203932523727,282.7017903327942,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=120-model=MLP-buck=1-861156.elixir-pbs.elixir-czech.cz,0.64082
pca96v2,10M,Learned-index,5790.030438899994,630.9577946662903,learned-index-pca96v2-10M-ep=45-lr=0.09-cat=116-model=MLP-buck=3-861242.elixir-pbs.elixir-czech.cz,0.85546
pca96v2,10M,Learned-index,31588.698122739792,614.9006190299988,learned-index-pca96v2-10M-ep=212-lr=0.009-cat=123-model=MLP-buck=4-862534.elixir-pbs.elixir-czech.cz,0.90413
pca96v2,10M,Learned-index,12721.400505065918,1421.8205332756042,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=50-model=MLP-buck=4-854175.elixir-pbs.elixir-czech.cz,0.93352
pca96v2,10M,Learned-index,6038.944702386856,437.7745792865753,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=116-model=MLP-buck=2-861314.elixir-pbs.elixir-czech.cz,0.78674
pca96v2,10M,Learned-index,7641.67541718483,380.22279357910156,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=120-model=MLP-buck=2-861452.elixir-pbs.elixir-czech.cz,0.79028
pca96v2,10M,Learned-index,5638.780364990234,671.9119529724121,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=124-model=MLP-buck=4-861646.elixir-pbs.elixir-czech.cz,0.86939
pca96v2,10M,Learned-index,26620.303749084473,559.6712386608124,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=120-model=MLP-buck=3-853977.elixir-pbs.elixir-czech.cz,0.86842
pca96v2,10M,Learned-index,29157.533638715744,784.7202298641205,learned-index-pca96v2-10M-ep=205-lr=0.01-cat=121-model=MLP-buck=4-862643.elixir-pbs.elixir-czech.cz,0.9092
pca96v2,10M,Learned-index,7874.244903326035,340.39951181411743,learned-index-pca96v2-10M-ep=50-lr=0.09-cat=110-model=MLP-buck=2-861295.elixir-pbs.elixir-czech.cz,0.79454
pca96v2,10M,Learned-index,31362.027517080307,367.34346985816956,learned-index-pca96v2-10M-ep=212-lr=0.01-cat=123-model=MLP-buck=2-862606.elixir-pbs.elixir-czech.cz,0.81003
pca96v2,10M,Learned-index,12578.74322938919,1388.8201904296875,learned-index-pca96v2-10M-ep=100-lr=0.01-cat=50-model=MLP-buck=4-853923.elixir-pbs.elixir-czech.cz,0.94004
pca96v2,10M,Learned-index,33719.658385276794,307.52032494544983,learned-index-pca96v2-10M-ep=210-lr=0.007-cat=121-model=MLP-buck=1-862148.elixir-pbs.elixir-czech.cz,0.66787
pca96v2,10M,Learned-index,32522.64270401001,1021.9316582679749,learned-index-pca96v2-10M-ep=212-lr=0.01-cat=122-model=MLP-buck=6-862587.elixir-pbs.elixir-czech.cz,0.93559
pca96v2,10M,Learned-index,7647.17765045166,632.1983244419098,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=120-model=MLP-buck=4-861500.elixir-pbs.elixir-czech.cz,0.88747
pca96v2,10M,Learned-index,6868.256964921951,557.8791260719299,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=112-model=MLP-buck=3-861464.elixir-pbs.elixir-czech.cz,0.85462
pca96v2,10M,Learned-index,27715.457322359085,736.829601764679,learned-index-pca96v2-10M-ep=209-lr=0.009-cat=123-model=MLP-buck=4-862471.elixir-pbs.elixir-czech.cz,0.90368
pca96v2,10M,Learned-index,7615.2423186302185,750.651802778244,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=110-model=MLP-buck=5-861447.elixir-pbs.elixir-czech.cz,0.91048
pca96v2,10M,Learned-index,30488.032438755035,475.69517278671265,learned-index-pca96v2-10M-ep=212-lr=0.007-cat=122-model=MLP-buck=2-862191.elixir-pbs.elixir-czech.cz,0.82418
pca96v2,10M,Learned-index,10416.472527503967,661.9055371284485,learned-index-pca96v2-10M-ep=55-lr=0.11-cat=120-model=MLP-buck=3-861596.elixir-pbs.elixir-czech.cz,0.84474
pca96v2,10M,Learned-index,6221.566754102707,667.8625380992889,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=120-model=MLP-buck=4-861484.elixir-pbs.elixir-czech.cz,0.88667
pca96v2,10M,Learned-index,30703.716752052307,333.9103915691376,learned-index-pca96v2-10M-ep=211-lr=0.01-cat=121-model=MLP-buck=2-862583.elixir-pbs.elixir-czech.cz,0.81344
pca96v2,10M,Learned-index,28727.91443014145,511.30771565437317,learned-index-pca96v2-10M-ep=200-lr=0.05-cat=120-model=MLP-buck=2-854001.elixir-pbs.elixir-czech.cz,0.80857
pca96v2,10M,Learned-index,35367.6342997551,1773.938337802887,learned-index-pca96v2-10M-ep=190-lr=0.001-cat=125-model=MLP-buck=7-858649.elixir-pbs.elixir-czech.cz,0.94383
pca96v2,10M,Learned-index,28967.512014389038,616.0811750888824,learned-index-pca96v2-10M-ep=210-lr=0.009-cat=122-model=MLP-buck=3-862491.elixir-pbs.elixir-czech.cz,0.88066
pca96v2,10M,Learned-index,6245.202090024948,222.4348177909851,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=110-model=MLP-buck=1-861479.elixir-pbs.elixir-czech.cz,0.63651
pca96v2,10M,Learned-index,6247.7482233047485,1271.9336779117584,learned-index-pca96v2-10M-ep=45-lr=0.1-cat=124-model=MLP-buck=6-861342.elixir-pbs.elixir-czech.cz,0.91903
pca96v2,10M,Learned-index,8438.589626789093,532.5028986930847,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=114-model=MLP-buck=3-861209.elixir-pbs.elixir-czech.cz,0.85459
pca96v2,10M,Learned-index,26579.057274580002,1118.279147386551,learned-index-pca96v2-10M-ep=200-lr=0.01-cat=120-model=MLP-buck=6-854890.elixir-pbs.elixir-czech.cz,0.94357
pca96v2,10M,Learned-index,29171.937371969223,1142.435849905014,learned-index-pca96v2-10M-ep=200-lr=0.1-cat=130-model=MLP-buck=7-858746.elixir-pbs.elixir-czech.cz,0.91585
pca96v2,10M,Learned-index,4704.855242729187,990.1991972923279,learned-index-pca96v2-10M-ep=45-lr=0.11-cat=120-model=MLP-buck=6-861652.elixir-pbs.elixir-czech.cz,0.91624
pca96v2,10M,Learned-index,30742.039694547653,1222.7891643047333,learned-index-pca96v2-10M-ep=205-lr=0.009-cat=122-model=MLP-buck=6-862428.elixir-pbs.elixir-czech.cz,0.93711
pca96v2,10M,Learned-index,31132.98494052887,418.36753821372986,learned-index-pca96v2-10M-ep=208-lr=0.009-cat=122-model=MLP-buck=2-862431.elixir-pbs.elixir-czech.cz,0.82108
pca96v2,10M,Learned-index,30731.06438422203,318.9898257255554,learned-index-pca96v2-10M-ep=209-lr=0.009-cat=121-model=MLP-buck=2-862469.elixir-pbs.elixir-czech.cz,0.81456
pca96v2,10M,Learned-index,17205.83432340622,3650.494960308075,learned-index-pca96v2-10M-ep=100-lr=0.05-cat=20-model=MLP-buck=4-854210.elixir-pbs.elixir-czech.cz,0.95916
pca96v2,10M,Learned-index,13435.241005659103,195.53088688850403,learned-index-pca96v2-10M-ep=100-lr=0.1-cat=120-model=MLP-buck=1-855050.elixir-pbs.elixir-czech.cz,0.63269
pca96v2,10M,Learned-index,5649.383508682251,237.09090900421143,learned-index-pca96v2-10M-ep=55-lr=0.09-cat=112-model=MLP-buck=1-861112.elixir-pbs.elixir-czech.cz,0.65044
pca96v2,10M,Learned-index,6958.892410039902,518.9127733707428,learned-index-pca96v2-10M-ep=50-lr=0.1-cat=120-model=MLP-buck=3-861492.elixir-pbs.elixir-czech.cz,0.84807
pca96v2,10M,Learned-index,27661.9778175354,751.163010597229,learned-index-pca96v2-10M-ep=209-lr=0.008-cat=121-model=MLP-buck=4-862289.elixir-pbs.elixir-czech.cz,0.90984
pca96v2,10M,Learned-index,30651.291312217712,326.74624824523926,learned-index-pca96v2-10M-ep=211-lr=0.01-cat=122-model=MLP-buck=2-862584.elixir-pbs.elixir-czech.cz,0.82315
pca96v2,10M,Learned-index,6949.595836877823,518.5513651371002,learned-index-pca96v2-10M-ep=50-lr=0.11-cat=118-model=MLP-buck=3-861539.elixir-pbs.elixir-czech.cz,0.84078
pca96v2,10M,Learned-index,21608.504593133926,517.3527653217316,learned-index-pca96v2-10M-ep=212-lr=0.008-cat=123-model=MLP-buck=3-862354.elixir-pbs.elixir-czech.cz,0.87279
pca96v2,10M,Learned-index,7677.125963449478,392.24657464027405,learned-index-pca96v2-10M-ep=55-lr=0.1-cat=116-model=MLP-buck=2-861498.elixir-pbs.elixir-czech.cz,0.78331
pca96v2,10M,Learned-index,31805.12892317772,881.4966065883636,learned-index-pca96v2-10M-ep=212-lr=0.009-cat=121-model=MLP-buck=6-862568.elixir-pbs.elixir-czech.cz,0.93475
