model,time
base,0.5395419597625732
base,0.09317374229431152
base,0.09047126770019531
base,0.09355998039245605
base,0.08670210838317871
base,0.08918023109436035
base,0.08631372451782227
base,0.08642697334289551
base,0.08933568000793457
base,0.043763160705566406
base,0.007471799850463867
base,0.006379842758178711
base,0.00557398796081543
base,0.00567317008972168
base,0.005730867385864258
base,0.005955219268798828
base,0.006371736526489258
base,0.005522489547729492
base,0.005914449691772461
base,0.00554966926574707
base,0.006243705749511719
base,0.005995035171508789
base,0.00525975227355957
base,0.00805354118347168
base,0.006479978561401367
base,0.0051882266998291016
base,0.00712275505065918
base,0.006737232208251953
base,0.00597691535949707
base,0.0054852962493896484
base,0.007038116455078125
base,0.005364894866943359
base,0.020618438720703125
base,0.006330966949462891
base,0.005285024642944336
base,0.011376619338989258
base,0.00627446174621582
base,0.0058972835540771484
base,0.006109476089477539
base,0.005387544631958008
base,0.007019996643066406
base,0.005381345748901367
base,0.0072481632232666016
base,0.005146026611328125
base,0.007917642593383789
base,0.005917787551879883
base,0.006094932556152344
base,0.0064258575439453125
base,0.00522613525390625
base,0.00695347785949707
base,0.005373477935791016
base,0.0062274932861328125
base,0.005422830581665039
base,0.007463216781616211
base,0.0053026676177978516
base,0.007061004638671875
base,0.006006717681884766
base,0.006094694137573242
base,0.006545066833496094
base,0.006260395050048828
base,0.0050811767578125
base,0.007425546646118164
base,0.005286693572998047
base,0.013003110885620117
base,0.006030559539794922
base,0.0060231685638427734
base,0.005372524261474609
base,0.02262401580810547
base,0.0062558650970458984
base,0.0061588287353515625
base,0.005102396011352539
base,0.007674217224121094
base,0.005212545394897461
base,0.00686335563659668
base,0.006238460540771484
base,0.005245208740234375
base,0.0077877044677734375
base,0.00522923469543457
base,0.0072519779205322266
base,0.005441427230834961
base,0.007222175598144531
base,0.00531768798828125
base,0.011101961135864258
base,0.005323886871337891
base,0.00838470458984375
base,0.005812168121337891
base,0.005792140960693359
base,0.008615970611572266
base,0.005486965179443359
base,0.008655548095703125
base,0.0057239532470703125
base,0.00762176513671875
base,0.005362987518310547
base,0.008225202560424805
base,0.005678653717041016
base,0.006979227066040039
base,0.005431413650512695
base,0.008049249649047852
base,0.005543947219848633
base,0.007415056228637695
base,0.0056819915771484375
base,0.009228229522705078
base,0.0064008235931396484
base,0.00574493408203125
base,0.007899045944213867
base,0.006143808364868164
base,0.006057262420654297
base,0.00600886344909668
base,0.005612850189208984
base,0.005264997482299805
base,0.010259389877319336
base,0.005737781524658203
base,0.005712747573852539
base,0.007321834564208984
base,0.005602359771728516
base,0.0071108341217041016
base,0.005912303924560547
base,0.005053520202636719
base,0.008406877517700195
base,0.00541377067565918
base,0.0070340633392333984
base,0.0056455135345458984
base,0.006932497024536133
base,0.0063130855560302734
base,0.025274276733398438
base,0.08848857879638672
base,0.08525323867797852
base,0.08951020240783691
base,0.08217024803161621
base,0.07100248336791992
base,0.08710050582885742
base,0.00751805305480957
base,0.005493640899658203
base,0.005125284194946289
base,0.007790088653564453
base,0.005243062973022461
base,0.006478071212768555
base,0.006639242172241211
base,0.008756875991821289
base,0.005274534225463867
base,0.007006406784057617
base,0.005098819732666016
base,0.0070421695709228516
base,0.005672931671142578
base,0.0052623748779296875
base,0.0071947574615478516
base,0.0049359798431396484
base,0.006824493408203125
base,0.005341053009033203
base,0.007013797760009766
base,0.005120515823364258
base,0.006859779357910156
base,0.00502324104309082
base,0.008301258087158203
base,0.005698680877685547
base,0.0051403045654296875
base,0.019242048263549805
base,0.0050048828125
base,0.006994485855102539
base,0.005572795867919922
base,0.0049092769622802734
base,0.0076024532318115234
base,0.0055124759674072266
base,0.007578372955322266
base,0.005893230438232422
base,0.005468845367431641
base,0.00679469108581543
base,0.0054972171783447266
base,0.005458354949951172
base,0.007831811904907227
base,0.005377054214477539
base,0.005226850509643555
base,0.007853031158447266
base,0.004992961883544922
base,0.006683349609375
base,0.006302595138549805
base,0.005205392837524414
base,0.007045745849609375
base,0.005237579345703125
base,0.007839441299438477
base,0.006288290023803711
base,0.0058329105377197266
base,0.007570743560791016
base,0.005086183547973633
base,0.006978750228881836
base,0.0054168701171875
base,0.005257368087768555
base,0.00783395767211914
base,0.0052013397216796875
base,0.0069730281829833984
base,0.005522012710571289
base,0.004951000213623047
base,0.007665872573852539
base,0.0056726932525634766
base,0.005014657974243164
base,0.006911277770996094
base,0.004921436309814453
base,0.006928920745849609
base,0.004866600036621094
base,0.016740798950195312
base,0.004944324493408203
base,0.007626056671142578
base,0.005036830902099609
base,0.007044553756713867
base,0.005471467971801758
base,0.0053234100341796875
base,0.007457733154296875
base,0.005818843841552734
base,0.004940509796142578
base,0.009203672409057617
base,0.004760026931762695
base,0.006867170333862305
base,0.005106210708618164
base,0.008016347885131836
base,0.004893064498901367
base,0.007143259048461914
base,0.00510406494140625
base,0.006955623626708984
base,0.004884004592895508
base,0.006884098052978516
base,0.005650997161865234
base,0.08669185638427734
base,0.09034419059753418
base,0.041783809661865234
base,0.08873271942138672
base,0.07529520988464355
base,0.07304096221923828
base,0.005515336990356445
base,0.007349491119384766
base,0.005719184875488281
base,0.004876852035522461
base,0.008225202560424805
base,0.005808591842651367
base,0.004948616027832031
base,0.0069582462310791016
base,0.005438327789306641
base,0.006872892379760742
base,0.005823612213134766
base,0.004914283752441406
base,0.013470172882080078
base,0.005482196807861328
base,0.005179405212402344
base,0.006989479064941406
base,0.005365133285522461
base,0.004869222640991211
base,0.010499954223632812
base,0.005109310150146484
base,0.007008790969848633
base,0.0047533512115478516
base,0.008586883544921875
base,0.005148410797119141
base,0.007130622863769531
base,0.0058078765869140625
base,0.005850553512573242
base,0.008691549301147461
base,0.0049953460693359375
base,0.007587432861328125
base,0.004704475402832031
base,0.006915092468261719
base,0.004940509796142578
base,0.008046627044677734
base,0.004924297332763672
base,0.007246971130371094
base,0.005429506301879883
base,0.005361795425415039
base,0.00779414176940918
base,0.005274772644042969
base,0.005224943161010742
base,0.009004831314086914
base,0.004906892776489258
base,0.007128238677978516
base,0.005541086196899414
base,0.005494356155395508
base,0.08087873458862305
base,0.005694150924682617
base,0.004975795745849609
base,0.007660865783691406
base,0.004888296127319336
base,0.007020473480224609
base,0.005387067794799805
base,0.005422830581665039
base,0.00520634651184082
base,0.007147073745727539
base,0.004952907562255859
base,0.006812572479248047
base,0.005603313446044922
base,0.005223512649536133
base,0.007559537887573242
base,0.004811763763427734
base,0.0077190399169921875
base,0.00541234016418457
base,0.005923271179199219
base,0.0048370361328125
base,0.0071485042572021484
base,0.004870414733886719
base,0.007676362991333008
base,0.006810903549194336
base,0.006800651550292969
base,0.0054149627685546875
base,0.005591869354248047
base,0.00571131706237793
base,0.005192279815673828
base,0.00773930549621582
base,0.004706382751464844
base,0.0075266361236572266
base,0.005593538284301758
base,0.005391359329223633
base,0.0054242610931396484
base,0.0050237178802490234
base,0.009083747863769531
base,0.004754781723022461
base,0.007041454315185547
base,0.0054514408111572266
base,0.004906892776489258
base,0.006800651550292969
base,0.004709005355834961
base,0.006749629974365234
base,0.0048105716705322266
base,0.007000923156738281
base,0.004874229431152344
base,0.006608724594116211
base,0.00554966926574707
base,0.004967689514160156
base,0.0076596736907958984
base,0.005072593688964844
base,0.006926536560058594
base,0.005023956298828125
base,0.006914615631103516
base,0.004802703857421875
base,0.006954669952392578
base,0.0057713985443115234
base,0.005891323089599609
base,0.005633831024169922
base,0.005257606506347656
base,0.008057355880737305
base,0.004861593246459961
base,0.010750770568847656
base,0.005469560623168945
base,0.005522012710571289
base,0.0071408748626708984
base,0.005076169967651367
base,0.0070226192474365234
base,0.0054759979248046875
base,0.0057485103607177734
base,0.005021333694458008
base,0.006842613220214844
base,0.004984378814697266
base,0.0068225860595703125
base,0.005547046661376953
base,0.005040884017944336
base,0.007784128189086914
base,0.004715442657470703
base,0.00818490982055664
base,0.006015777587890625
base,0.0057904720306396484
base,0.005541563034057617
base,0.005258321762084961
base,0.006781816482543945
base,0.005306243896484375
base,0.006960630416870117
base,0.0058040618896484375
base,0.005501985549926758
base,0.005438566207885742
base,0.007956266403198242
base,0.004822492599487305
base,0.006846189498901367
base,0.0049932003021240234
base,0.006705284118652344
base,0.005831480026245117
base,0.006040334701538086
base,0.005698442459106445
base,0.004975557327270508
base,0.007248640060424805
base,0.004892587661743164
base,0.006774187088012695
base,0.07641243934631348
base,0.09511160850524902
base,0.09624838829040527
base,0.08800673484802246
base,0.08592605590820312
base,0.0058896541595458984
base,0.0051229000091552734
base,0.008330106735229492
base,0.005974292755126953
base,0.005717754364013672
base,0.006002664566040039
base,0.0054934024810791016
base,0.007832765579223633
base,0.005709409713745117
base,0.005197763442993164
base,0.0072596073150634766
base,0.021324872970581055
base,0.005421161651611328
base,0.007207155227661133
base,0.008884668350219727
base,0.006857156753540039
base,0.006197690963745117
base,0.007855653762817383
base,0.005830287933349609
base,0.005275726318359375
base,0.007119894027709961
base,0.005633831024169922
base,0.005949497222900391
base,0.0050945281982421875
base,0.0085296630859375
base,0.005362749099731445
base,0.007013082504272461
base,0.00560450553894043
base,0.005686521530151367
base,0.005881786346435547
base,0.005750894546508789
base,0.0056002140045166016
base,0.0072383880615234375
base,0.0055654048919677734
base,0.006006956100463867
base,0.005615949630737305
base,0.00591278076171875
base,0.006593942642211914
base,0.006104230880737305
base,0.005523204803466797
base,0.005624532699584961
base,0.005858421325683594
base,0.006270647048950195
base,0.005620241165161133
base,0.005562305450439453
base,0.005273580551147461
base,0.008617639541625977
base,0.0054874420166015625
base,0.010158538818359375
base,0.005688667297363281
base,0.005172014236450195
base,0.007189035415649414
base,0.005374431610107422
base,0.005728244781494141
base,0.005638837814331055
base,0.008514404296875
base,0.005678415298461914
base,0.0049932003021240234
base,0.007973909378051758
base,0.005675077438354492
base,0.005375385284423828
base,0.005307435989379883
base,0.007683277130126953
base,0.005403995513916016
base,0.005182504653930664
base,0.007794380187988281
base,0.0055925846099853516
base,0.0056803226470947266
base,0.005725860595703125
base,0.005258798599243164
base,0.008375167846679688
base,0.0050542354583740234
base,0.0066950321197509766
base,0.00515437126159668
base,0.00869441032409668
base,0.005545139312744141
base,0.004914999008178711
base,0.007794618606567383
base,0.006056547164916992
base,0.004919767379760742
base,0.007203102111816406
