model,time
base,0.0054018497467041016
base,0.008070230484008789
base,0.0058650970458984375
base,0.00538325309753418
base,0.008208274841308594
base,0.007082223892211914
base,0.005848407745361328
base,0.008107185363769531
base,0.005220174789428711
base,0.006940603256225586
base,0.005334138870239258
base,0.00797724723815918
base,0.005140781402587891
base,0.007005453109741211
base,0.005667686462402344
base,0.005132436752319336
base,0.008042097091674805
base,0.00584721565246582
base,0.008392333984375
base,0.005551815032958984
base,0.006782054901123047
base,0.005272626876831055
base,0.0781090259552002
base,0.0056836605072021484
base,0.005662679672241211
base,0.005227088928222656
base,0.007441997528076172
base,0.005641937255859375
base,0.005217552185058594
base,0.007602214813232422
base,0.005441904067993164
base,0.006867647171020508
base,0.0054967403411865234
base,0.005586147308349609
base,0.0052814483642578125
base,0.0071523189544677734
base,0.005663156509399414
base,0.005666255950927734
base,0.0055806636810302734
base,0.008080244064331055
base,0.005446672439575195
base,0.005670785903930664
base,0.00514531135559082
base,0.007728099822998047
base,0.005175113677978516
base,0.006998777389526367
base,0.005733489990234375
base,0.00522613525390625
base,0.007958650588989258
base,0.005402326583862305
base,0.00787043571472168
base,0.005666017532348633
base,0.005641460418701172
base,0.00586390495300293
base,0.006323099136352539
base,0.005924224853515625
base,0.005204200744628906
base,0.00906991958618164
base,0.006047248840332031
base,0.005407810211181641
base,0.0057637691497802734
base,0.005640983581542969
base,0.005589008331298828
base,0.009886980056762695
base,0.0069828033447265625
base,0.00537419319152832
base,0.006829023361206055
base,0.005602598190307617
base,0.005637645721435547
base,0.007939338684082031
base,0.005734920501708984
base,0.005354881286621094
base,0.008098840713500977
base,0.005491971969604492
base,0.0051271915435791016
base,0.007730007171630859
base,0.005301952362060547
base,0.006973743438720703
base,0.006448268890380859
base,0.0070760250091552734
base,0.005145549774169922
base,0.007505655288696289
base,0.0053403377532958984
base,0.007709026336669922
base,0.005293369293212891
base,0.007189512252807617
base,0.0053997039794921875
base,0.008311271667480469
base,0.005712032318115234
base,0.0051538944244384766
base,0.0070378780364990234
base,0.005491018295288086
base,0.00511622428894043
base,0.01465749740600586
base,0.00563812255859375
base,0.007858514785766602
base,0.005087852478027344
base,0.00701904296875
base,0.005173921585083008
base,0.006932735443115234
base,0.00497126579284668
base,0.007346630096435547
base,0.004887819290161133
base,0.006769895553588867
base,0.005553007125854492
base,0.005692243576049805
base,0.005682945251464844
base,0.005609989166259766
base,0.005215644836425781
base,0.0075871944427490234
base,0.005028247833251953
base,0.09689545631408691
base,0.09720134735107422
base,0.09410667419433594
base,0.0070645809173583984
base,0.005107402801513672
base,0.022480487823486328
base,0.08177733421325684
base,0.0065212249755859375
base,0.00545954704284668
base,0.007848501205444336
base,0.005198478698730469
base,0.008270025253295898
base,0.005304574966430664
base,0.007549762725830078
base,0.005175113677978516
base,0.007189512252807617
base,0.007461071014404297
base,0.005106925964355469
base,0.00894021987915039
base,0.005431413650512695
base,0.0055997371673583984
base,0.0061626434326171875
base,0.006349325180053711
base,0.0055522918701171875
base,0.011820316314697266
base,0.0051419734954833984
base,0.03368043899536133
base,0.005618095397949219
base,0.0052220821380615234
base,0.007616519927978516
base,0.005850076675415039
base,0.005737781524658203
base,0.00531005859375
base,0.007223844528198242
base,0.0055942535400390625
base,0.005496025085449219
base,0.007814407348632812
base,0.005570411682128906
base,0.0052509307861328125
base,0.007203578948974609
base,0.005731105804443359
base,0.005037546157836914
base,0.0654146671295166
base,0.005598783493041992
base,0.005596160888671875
base,0.006140232086181641
base,0.00568079948425293
base,0.008768796920776367
base,0.005492687225341797
base,0.00509190559387207
base,0.007049083709716797
base,0.005356550216674805
base,0.0068454742431640625
base,0.005805253982543945
base,0.005456686019897461
base,0.00532841682434082
base,0.007875919342041016
base,0.0049991607666015625
base,0.00693202018737793
base,0.00574183464050293
base,0.005351543426513672
base,0.0076029300689697266
base,0.004967451095581055
base,0.010267257690429688
base,0.00539088249206543
base,0.005073070526123047
base,0.007627964019775391
base,0.004927396774291992
base,0.00711369514465332
base,0.005102396011352539
base,0.007417917251586914
base,0.005001544952392578
base,0.007229328155517578
base,0.004922151565551758
base,0.008024454116821289
base,0.00547027587890625
base,0.0052449703216552734
base,0.00782632827758789
base,0.006003141403198242
base,0.005194187164306641
base,0.0068781375885009766
base,0.005174160003662109
base,0.00862741470336914
base,0.0050580501556396484
base,0.006867885589599609
base,0.004944562911987305
base,0.010694026947021484
base,0.005533456802368164
base,0.005286216735839844
base,0.005133628845214844
base,0.006851911544799805
base,0.004903554916381836
base,0.007726430892944336
base,0.005420684814453125
base,0.007962942123413086
base,0.0054476261138916016
base,0.004958391189575195
base,0.007635593414306641
base,0.005331993103027344
base,0.007838726043701172
base,0.005533456802368164
base,0.004994630813598633
base,0.03151822090148926
base,0.00505518913269043
base,0.007747173309326172
base,0.0075550079345703125
base,0.007066965103149414
base,0.005733013153076172
base,0.0051724910736083984
base,0.008213996887207031
base,0.0052678585052490234
base,0.007259845733642578
base,0.005861520767211914
base,0.00536036491394043
base,0.007441282272338867
base,0.0052852630615234375
base,0.007877826690673828
base,0.005877017974853516
base,0.005513429641723633
base,0.007678508758544922
base,0.0061798095703125
base,0.005669355392456055
base,0.005932807922363281
base,0.008092641830444336
base,0.0060842037200927734
base,0.0053026676177978516
base,0.00710296630859375
base,0.006467103958129883
base,0.005581855773925781
base,0.0064258575439453125
base,0.005546092987060547
base,0.015584230422973633
base,0.005904674530029297
base,0.005613803863525391
base,0.005226850509643555
base,0.008498430252075195
base,0.006722688674926758
base,0.005631446838378906
base,0.005769014358520508
base,0.005687713623046875
base,0.005348682403564453
base,0.008715391159057617
base,0.005543708801269531
base,0.005486011505126953
base,0.005640745162963867
base,0.00843954086303711
base,0.005282878875732422
base,0.00734257698059082
base,0.0060558319091796875
base,0.005483865737915039
base,0.007893562316894531
base,0.0053253173828125
base,0.006845235824584961
base,0.005270957946777344
base,0.007846832275390625
base,0.00517725944519043
base,0.016548633575439453
base,0.005128383636474609
base,0.007097005844116211
base,0.005713939666748047
base,0.0054395198822021484
base,0.029000043869018555
base,0.0057141780853271484
base,0.005769968032836914
base,0.005944967269897461
base,0.005588531494140625
base,0.005295991897583008
base,0.007231473922729492
base,0.005059242248535156
base,0.007027626037597656
base,0.005676984786987305
base,0.005246639251708984
base,0.007828474044799805
base,0.005638837814331055
base,0.005918979644775391
base,0.006338596343994141
base,0.007637500762939453
base,0.005003213882446289
base,0.006899118423461914
base,0.006072998046875
base,0.005221843719482422
base,0.006968259811401367
base,0.005016326904296875
base,0.007638216018676758
base,0.005128383636474609
base,0.05001688003540039
base,0.005190134048461914
base,0.0070531368255615234
base,0.005068540573120117
base,0.008143424987792969
base,0.005232572555541992
base,0.0070035457611083984
base,0.006362438201904297
base,0.005320310592651367
base,0.007275104522705078
base,0.00552821159362793
base,0.004967212677001953
base,0.008888959884643555
base,0.00560760498046875
base,0.0051457881927490234
base,0.00768589973449707
base,0.005740642547607422
base,0.006968975067138672
base,0.005498409271240234
base,0.005027055740356445
base,0.00876927375793457
base,0.0050394535064697266
base,0.006932497024536133
base,0.005265235900878906
base,0.013345956802368164
base,0.0050199031829833984
base,0.006779670715332031
base,0.0049076080322265625
base,0.007700443267822266
base,0.005660533905029297
base,0.005185842514038086
base,0.008815288543701172
base,0.0058214664459228516
base,0.004893064498901367
base,0.007660388946533203
base,0.005586147308349609
base,0.007361173629760742
base,0.0056438446044921875
base,0.0053136348724365234
base,0.008107662200927734
base,0.0055582523345947266
base,0.005010843276977539
base,0.0077517032623291016
base,0.0056688785552978516
base,0.005053997039794922
base,0.00766444206237793
base,0.005772113800048828
base,0.005072355270385742
base,0.007203102111816406
base,0.005522251129150391
base,0.004862546920776367
base,0.007434844970703125
base,0.005507946014404297
base,0.005439281463623047
base,0.005288124084472656
base,0.007969379425048828
base,0.00518798828125
base,0.007013559341430664
base,0.006227254867553711
base,0.005025625228881836
base,0.011006355285644531
base,0.005034446716308594
base,0.006954669952392578
base,0.005652189254760742
base,0.004979848861694336
base,0.007265567779541016
base,0.0053446292877197266
base,0.005021572113037109
base,0.007179737091064453
base,0.005539417266845703
base,0.005276918411254883
base,0.007420063018798828
base,0.0057163238525390625
base,0.005308628082275391
base,0.00714874267578125
base,0.005521297454833984
base,0.004884004592895508
base,0.008462667465209961
base,0.004954814910888672
base,0.00789189338684082
base,0.004987955093383789
base,0.0070645809173583984
base,0.005509376525878906
base,0.006974935531616211
base,0.005346536636352539
base,0.0050144195556640625
base,0.0077631473541259766
base,0.00542759895324707
base,0.004973173141479492
base,0.007218599319458008
base,0.004964351654052734
base,0.007109403610229492
base,0.006239175796508789
base,0.005215167999267578
base,0.007869720458984375
base,0.004942893981933594
base,0.007418632507324219
base,0.005467653274536133
base,0.00521087646484375
base,0.010124921798706055
base,0.005026578903198242
base,0.007123708724975586
base,0.005697727203369141
base,0.005083322525024414
base,0.007666587829589844
base,0.005717754364013672
base,0.00518035888671875
base,0.00899815559387207
base,0.005970954895019531
base,0.005181074142456055
base,0.007267475128173828
base,0.0055158138275146484
base,0.006783962249755859
base,0.005160808563232422
base,0.007829904556274414
base,0.005250453948974609
base,0.023376941680908203
base,0.005878448486328125
base,0.00512385368347168
base,0.007066011428833008
base,0.0057680606842041016
base,0.0057408809661865234
base,0.005605220794677734
base,0.008412361145019531
base,0.005023002624511719
base,0.00767064094543457
base,0.00575709342956543
base,0.0057697296142578125
base,0.005152225494384766
base,0.008751630783081055
base,0.005713462829589844
base,0.005277872085571289
base,0.008144140243530273
base,0.005869626998901367
base,0.005261659622192383
base,0.007506132125854492
base,0.005915403366088867
base,0.0055866241455078125
base,0.005463361740112305
base,0.0073964595794677734
base,0.00558161735534668
base,0.006065845489501953
base,0.005955934524536133
base,0.0050830841064453125
base,0.0076198577880859375
base,0.005123615264892578
base,0.007007122039794922
base,0.005638599395751953
base,0.0056493282318115234
base,0.005655765533447266
base,0.006218910217285156
base,0.00657963752746582
base,0.007596492767333984
base,0.0052983760833740234
base,0.007403373718261719
base,0.005674123764038086
base,0.005065202713012695
base,0.008679866790771484
base,0.005235910415649414
base,0.007461071014404297
base,0.005613565444946289
base,0.005661487579345703
base,0.007013797760009766
base,0.005296945571899414
base,0.006727695465087891
base,0.005778789520263672
base,0.0051784515380859375
base,0.007594108581542969
base,0.005583524703979492
base,0.004851102828979492
base,0.007666110992431641
base,0.0052947998046875
base,0.007500648498535156
base,0.00535130500793457
base,0.00713038444519043
base,0.005490303039550781
base,0.005646944046020508
base,0.007442474365234375
base,0.005127906799316406
base,0.007010459899902344
base,0.00509953498840332
base,0.007735729217529297
base,0.005767822265625
base,0.005403280258178711
base,0.007534503936767578
base,0.005832195281982422
base,0.004891395568847656
base,0.008343935012817383
base,0.005777597427368164
base,0.005455732345581055
base,0.005399465560913086
base,0.0073587894439697266
base,0.005289316177368164
base,0.006618976593017578
base,0.005927324295043945
base,0.005160331726074219
base,0.007283926010131836
base,0.0830836296081543
base,0.06844115257263184
base,0.0059583187103271484
base,0.005109310150146484
base,0.008193016052246094
base,0.005376100540161133
base,0.007154941558837891
base,0.006003379821777344
base,0.005897045135498047
base,0.005586862564086914
base,0.008025884628295898
base,0.005133390426635742
base,0.007315635681152344
base,0.005319118499755859
base,0.0076906681060791016
base,0.005326986312866211
base,0.00751805305480957
base,0.005952119827270508
base,0.0059664249420166016
base,0.006052494049072266
base,0.0054018497467041016
base,0.009088754653930664
base,0.006636619567871094
base,0.005442619323730469
base,0.0071370601654052734
base,0.0063169002532958984
base,0.005857229232788086
base,0.005370378494262695
base,0.007485628128051758
base,0.006446123123168945
base,0.00585627555847168
base,0.005375862121582031
base,0.007488250732421875
base,0.005238771438598633
base,0.0072863101959228516
base,0.00665593147277832
base,0.00577998161315918
base,0.005768775939941406
base,0.008566617965698242
base,0.005096435546875
base,0.008158206939697266
base,0.005780458450317383
base,0.0057523250579833984
base,0.005571603775024414
base,0.007300376892089844
base,0.005281686782836914
base,0.007330417633056641
base,0.005991220474243164
base,0.00558018684387207
base,0.007575035095214844
base,0.005454540252685547
base,0.008138895034790039
base,0.0057828426361083984
base,0.0054950714111328125
base,0.007419109344482422
base,0.0051958560943603516
base,0.020932674407958984
base,0.005042314529418945
base,0.008136749267578125
base,0.005873918533325195
base,0.006013631820678711
base,0.0052297115325927734
base,0.008877992630004883
base,0.005873918533325195
base,0.005366325378417969
base,0.007361173629760742
base,0.005528450012207031
base,0.006994485855102539
base,0.005827188491821289
base,0.005449533462524414
base,0.0077550411224365234
base,0.005163431167602539
base,0.007187366485595703
base,0.005124807357788086
base,0.00715947151184082
base,0.0058040618896484375
base,0.005452871322631836
base,0.00962376594543457
base,0.006040811538696289
base,0.0058705806732177734
base,0.005415439605712891
base,0.008234500885009766
base,0.005805015563964844
base,0.005795717239379883
base,0.007897377014160156
base,0.0057904720306396484
base,0.005395412445068359
base,0.007315874099731445
base,0.00739598274230957
base,0.007066965103149414
base,0.005140066146850586
base,0.0071506500244140625
base,0.005409955978393555
base,0.0071887969970703125
base,0.0057220458984375
base,0.005034446716308594
base,0.008108139038085938
base,0.005676984786987305
base,0.004975795745849609
base,0.009137392044067383
base,0.005116462707519531
base,0.007136821746826172
base,0.0054225921630859375
base,0.005524396896362305
base,0.008014202117919922
base,0.005316495895385742
base,0.008176565170288086
base,0.005170345306396484
base,0.006928205490112305
base,0.005169391632080078
base,0.008435487747192383
base,0.005143404006958008
base,0.00710606575012207
base,0.005246877670288086
base,0.00719904899597168
base,0.0058705806732177734
base,0.005958080291748047
base,0.005319118499755859
base,0.008691787719726562
base,0.005869865417480469
base,0.0053408145904541016
base,0.0533747673034668
base,0.006118059158325195
base,0.0051326751708984375
base,0.006899118423461914
base,0.0054552555084228516
base,0.0070037841796875
base,0.005410194396972656
base,0.007047891616821289
base,0.0060138702392578125
base,0.005944490432739258
base,0.0056645870208740234
base,0.008132457733154297
base,0.005509138107299805
base,0.0072040557861328125
base,0.005807161331176758
base,0.006822824478149414
base,0.005342960357666016
base,0.007222175598144531
base,0.005402088165283203
base,0.00860285758972168
base,0.0058460235595703125
base,0.005596637725830078
base,0.00649571418762207
base,0.00545048713684082
base,0.008112430572509766
base,0.005180835723876953
base,0.007317304611206055
base,0.00620722770690918
base,0.0058441162109375
base,0.005858182907104492
base,0.006052494049072266
base,0.0057332515716552734
base,0.005589723587036133
base,0.006071805953979492
base,0.00503230094909668
base,0.008317708969116211
base,0.005232334136962891
base,0.018134355545043945
base,0.0057828426361083984
base,0.005839347839355469
base,0.00555729866027832
base,0.00809931755065918
base,0.0058400630950927734
base,0.005358695983886719
base,0.0077724456787109375
base,0.0053942203521728516
base,0.007361412048339844
base,0.005392313003540039
base,0.006885051727294922
base,0.00567173957824707
base,0.0053005218505859375
base,0.008018255233764648
base,0.005883216857910156
base,0.005730390548706055
base,0.0054624080657958984
base,0.00770258903503418
base,0.005154132843017578
base,0.009270191192626953
base,0.006243467330932617
base,0.0051648616790771484
base,0.0071566104888916016
base,0.00576019287109375
base,0.005556344985961914
base,0.007620811462402344
base,0.005097866058349609
base,0.007102251052856445
base,0.00566864013671875
base,0.0053730010986328125
base,0.007769346237182617
base,0.005228757858276367
base,0.006363391876220703
base,0.005249738693237305
base,0.005023956298828125
base,0.009104728698730469
base,0.005104780197143555
base,0.00742793083190918
base,0.0055348873138427734
base,0.005334138870239258
base,0.008011579513549805
base,0.0053789615631103516
base,0.005445957183837891
base,0.005426883697509766
base,0.00773930549621582
base,0.005677938461303711
base,0.0051670074462890625
base,0.008447408676147461
base,0.0050618648529052734
base,0.006933689117431641
base,0.0058782100677490234
base,0.005491971969604492
base,0.007949590682983398
base,0.005287885665893555
base,0.005095243453979492
base,0.007997989654541016
base,0.00522160530090332
base,0.010929584503173828
base,0.005644798278808594
base,0.0053462982177734375
base,0.011999845504760742
base,0.0056209564208984375
base,0.005449771881103516
base,0.0054111480712890625
base,0.007447719573974609
base,0.00509333610534668
base,0.006933450698852539
base,0.0054433345794677734
base,0.004956960678100586
base,0.007950782775878906
base,0.004976749420166016
base,0.009819269180297852
base,0.005699872970581055
base,0.005185604095458984
base,0.008654356002807617
base,0.005605936050415039
base,0.0072705745697021484
base,0.005211353302001953
base,0.00822305679321289
base,0.0056002140045166016
base,0.006343364715576172
base,0.005825996398925781
base,0.0057299137115478516
base,0.004963874816894531
base,0.009178876876831055
base,0.005212068557739258
base,0.009197235107421875
base,0.005938529968261719
base,0.005501508712768555
base,0.007811546325683594
base,0.005243778228759766
base,0.01424264907836914
base,0.0056455135345458984
base,0.005232810974121094
base,0.008041620254516602
base,0.005388975143432617
base,0.00787663459777832
base,0.005402088165283203
base,0.0070743560791015625
base,0.005251407623291016
base,0.007860183715820312
base,0.0057220458984375
base,0.006392002105712891
base,0.005326986312866211
base,0.00736546516418457
base,0.006136417388916016
base,0.0060918331146240234
base,0.005619049072265625
base,0.007949113845825195
base,0.0058553218841552734
base,0.005463123321533203
base,0.007161140441894531
base,0.005331516265869141
base,0.007117509841918945
base,0.005391597747802734
base,0.007135152816772461
base,0.0058405399322509766
base,0.005306243896484375
base,0.008504152297973633
base,0.00590825080871582
base,0.005141258239746094
base,0.009887456893920898
base,0.005295991897583008
base,0.008528947830200195
base,0.005414485931396484
base,0.007246732711791992
base,0.005774974822998047
base,0.0053560733795166016
base,0.0067310333251953125
base,0.005340576171875
base,0.01468038558959961
base,0.005499124526977539
base,0.030050992965698242
base,0.005925178527832031
base,0.0057353973388671875
base,0.005602836608886719
base,0.006940126419067383
base,0.005088329315185547
base,0.007023811340332031
base,0.005922555923461914
base,0.005053281784057617
base,0.008078336715698242
